Preferred Family Name;Preferred Given Name;National Olympic Committee;Nationality;Gender;Date of Birth;Discipline;Event
DI VEROLI;DAVIDE;ITA;ITA;M;2001-08-18;FEN;Men's Épée Individual
SANTARELLI;ANDREA;ITA;ITA;M;1993-06-03;FEN;Men's Épée Individual
BATTISTON;MICHELA;ITA;ITA;F;1997-09-15;FEN;Women's Sabre Team
BATTISTON;MICHELA;ITA;ITA;F;1997-09-15;FEN;Women's Sabre Individual
SANTUCCIO;ALBERTA;ITA;ITA;F;1994-10-22;FEN;Women's Épée Team
VECCHI;IRENE;ITA;ITA;F;1989-06-10;FEN;Women's Sabre Team
VILLA;GIORGIA;ITA;ITA;F;2003-02-23;GAR;Women
FANALI;ALESSANDRA;ITA;ITA;F;1999-07-30;GLF;Women's Individual Stroke Play
CENTOFANTI;MARTINA;ITA;ITA;F;1998-05-19;GRY;Group All-Around
PIRAS;MATTEO;ITA;ITA;M;1993-09-30;JUD;Men -66 kg
RUSSO;SAVITA;ITA;ITA;F;2005-05-18;JUD;Mixed Team
SCUTTO;ASSUNTA;ITA;ITA;F;2002-01-17;JUD;Women -48 kg
SOTERO;ALICE;ITA;ITA;F;1991-05-28;MPN;Women's Individual
BERTA;MARTINA;ITA;ITA;F;1998-03-25;MTB;Women's Cross-country
PALTRINIERI;GREGORIO;ITA;ITA;M;1994-09-05;OWS;Men's 10km
ABAGNALE;GIOVANNI;ITA;ITA;M;1995-01-11;ROW;Men's Four
CAPPONI;EMANUELE;ITA;ITA;M;2001-01-07;ROW;Women's Eight
CODATO;GIOVANNI;ITA;ITA;M;1999-06-28;ROW;Men's Pair
GAETANI LISEO;EMANUELE;ITA;ITA;M;1996-11-22;ROW;Men's Eight
GENTILI;GIACOMO;ITA;ITA;M;1997-07-03;ROW;Men's Quadruple Sculls
KOHL;NICHOLAS;ITA;ITA;M;1998-10-07;ROW;Men's Four
OPPO;STEFANO;ITA;ITA;M;1994-09-12;ROW;Lightw. Men's Dble Sculls
PANIZZA;ANDREA;ITA;ITA;M;1998-07-14;ROW;Men's Quadruple Sculls
DE FILIPPIS;LINDA;ITA;ITA;F;1999-03-02;ROW;Women's Eight
GOBBI;STEFANIA;ITA;ITA;F;1995-04-13;ROW;Women's Double Sculls
MONDELLI;ELISA;ITA;ITA;F;1998-09-30;ROW;Women's Eight
CHIAVARINI;LORENZO BRANDO;ITA;ITA;M;1994-01-17;SAL;Men's Dinghy
FESTO;BRUNO;ITA;ITA;M;1999-03-29;SAL;Mixed Dinghy
BACOSI;DIANA;ITA;ITA;F;1983-07-13;SHO;Skeet Women
BARTOLOMEI;MARTINA;ITA;ITA;F;1990-12-09;SHO;Skeet Women
SORGENTE;ALEX;ITA;ITA;M;1997-11-26;SKB;Men's Park
MASTROIANNI;SOFIA;ITA;ITA;F;2001-08-02;SWA;Team
PICCOLI;ENRICA;ITA;ITA;F;1999-01-19;SWA;Team
RUGGIERO;LUCREZIA;ITA;ITA;F;2000-06-07;SWA;Team
CARINI;GIACOMO;ITA;ITA;M;1997-07-02;SWM;Men's 200m Butterfly
CONTE BONIN;PAOLO;ITA;ITA;M;2002-02-09;SWM;Relay Only Athlete - Men
DE TULLIO;LUCA;ITA;ITA;M;2003-09-21;SWM;Men's 800m Freestyle
DEPLANO;LEONARDO;ITA;ITA;M;1999-07-21;SWM;Men's 50m Freestyle
LAMBERTI;MATTEO;ITA;ITA;M;1999-03-24;SWM;Men's 400m Freestyle
LAMBERTI;MICHELE;ITA;ITA;M;2000-11-03;SWM;Men's 100m Backstroke
MIRESSI;ALESSANDRO;ITA;ITA;M;1998-10-02;SWM;Men's 100m Freestyle
RAZZETTI;ALBERTO;ITA;ITA;M;1999-06-02;SWM;Men's 400m Individual Medley
ANGIOLINI;LISA;ITA;ITA;F;1995-06-29;SWM;Women's 100m Breaststroke
FRANCESCHI;SARA;ITA;ITA;F;1999-02-01;SWM;Women's 400m Individual Medley
QUADARELLA;SIMONA;ITA;ITA;F;1998-12-18;SWM;Women's 800m Freestyle
QUADARELLA;SIMONA;ITA;ITA;F;1998-12-18;SWM;Women's 1500m Freestyle
RAMATELLI;GIULIA;ITA;ITA;F;2000-09-09;SWM;Relay Only Athlete - Women
SCOTTO DI CARLO;VIOLA;ITA;ITA;F;2003-06-27;SWM;Women's 100m Butterfly
TADDEUCCI;GINEVRA;ITA;ITA;F;1997-05-03;SWM;Women's 1500m Freestyle
DARDERI;LUCIANO;ITA;ITA;M;2002-02-14;TEN;Men's Singles
BRONZETTI;LUCIA;ITA;ITA;F;1998-12-10;TEN;Women's Singles
BRONZETTI;LUCIA;ITA;ITA;F;1998-12-10;TEN;Women's Doubles
SEREGNI;BIANCA;ITA;ITA;F;2000-03-22;TRI;Women's Individual
STEINHAUSER;VERENA;ITA;ITA;F;1994-10-14;TRI;Women's Individual
BOTTOLO;MATTIA;ITA;ITA;M;2000-01-03;VVO;Men
BOVOLENTA;ALESSANDRO ALBERTO;ITA;ITA;M;2004-05-27;VVO;Men
AVEGNO;SILVIA;ITA;ITA;F;1997-06-15;WPO;Women
GIUSTINI;SOFIA;ITA;ITA;F;2003-02-28;WPO;Women
LIUZZI;EMANUELA;ITA;ITA;F;2000-04-27;WRE;Women's Freestyle 50kg
RUSSO;AURORA;ITA;ITA;F;2003-06-03;WRE;Women's Freestyle 57kg
MCMASTER;KYRON;IVB;GBR;M;1997-01-03;ATH;Men's 400m Hurdles
ANDERSON;NAVASKY;JAM;JAM;M;2000-01-21;ATH;Men's 800m
BECKFORD;ROMAINE;JAM;JAM;M;2002-07-09;ATH;Men's High Jump
BLAKE;ACKEEM;JAM;JAM;M;2002-01-21;ATH;Men's 100m
HAYLES;REHEEM;JAM;JAM;M;2001-03-09;ATH;4 x 400m Relay Mixed
HYDE;JAHEEL;JAM;JAM;M;1997-02-02;ATH;Men's 400m Hurdles
PARCHMENT;HANSLE;JAM;JAM;M;1990-06-17;ATH;Men's 110m Hurdles
STONA;ROJE;JAM;JAM;M;1999-02-26;ATH;Men's Discus Throw
BROWN;JANEEK;JAM;JAM;F;1998-05-14;ATH;Women's 100m Hurdles
FORBES;SHASHALEE;JAM;JAM;F;1996-10-05;ATH;Women's 100m
JACKSON;SHERICKA;JAM;JAM;F;1994-07-16;ATH;Women's 100m
KNIGHT;ANDRENETTE;JAM;JAM;F;1996-11-19;ATH;Women's 400m Hurdles
KNIGHT;ANDRENETTE;JAM;JAM;F;1996-11-19;ATH;4 x 400m Relay Mixed
MCPHERSON;STEPHENIE ANN;JAM;JAM;F;1988-11-25;ATH;4 x 400m Relay Mixed
MCPHERSON;STEPHENIE ANN;JAM;JAM;F;1988-11-25;ATH;Women's 4 x 400m Relay
TRACEY;ADELLE;JAM;JAM;F;1993-05-27;ATH;Women's 1500m
WILLIAMS;ASHLEY;JAM;JAM;F;1996-10-25;ATH;4 x 400m Relay Mixed
ALKASBEH;OBADA;JOR;JOR;M;1994-07-30;BOX;Men's 63.5kg
AL-WIR;AMRO;JOR;JOR;M;2001-01-23;SWM;Men's 200m Breaststroke
ABO YAMAN;ZAID;JOR;JOR;M;1993-06-20;TTE;Men's Singles
FURUKAWA;TAKAHARU;JPN;JPN;M;1984-08-09;ARC;Men's Individual
SAITO;FUMIYA;JPN;JPN;M;2004-12-01;ARC;Men's Individual
KAWABATA;KAITO;JPN;JPN;M;1998-08-17;ATH;Men's 4 x 400m Relay
NAKAJIMA;YUKI JOSEPH;JPN;JPN;M;2002-03-30;ATH;Men's 4 x 400m Relay
OSAKO;SUGURU;JPN;JPN;M;1991-05-23;ATH;Men's Marathon
SATO;KENTARO;JPN;JPN;M;1994-11-16;ATH;Men's 400m
TOYODA;KEN;JPN;JPN;M;2002-10-15;ATH;Men's 400m Hurdles
KITAGUCHI;HARUKA;JPN;JPN;F;1998-03-16;ATH;Women's Javelin Throw
TANAKA;YUMI;JPN;JPN;F;1998-12-15;ATH;Women's 100m Hurdles
TOMINAGA;KEISEI;JPN;JPN;M;2001-02-01;BKB;Men
HAYASHI;SAKI;JPN;JPN;F;1995-03-16;BKB;Women
MACHIDA;RUI;JPN;JPN;F;1993-03-08;BKB;Women
MIYAZAKI;SAORI;JPN;JPN;F;1995-08-27;BKB;Women
TODO;NANAKO;JPN;JPN;F;2000-11-29;BKB;Women
YAMAMOTO;MAI;JPN;JPN;F;1999-10-23;BKB;Women
YOSHIDA;ASAMI;JPN;JPN;F;1987-10-09;BKB;Women
HIRO10;;JPN;JPN;M;2004-12-03;BKG;B-Boys
NAKAMURA;RIMU;JPN;JPN;M;2002-02-09;BMF;Men's Park
HARADA;SHUDAI;JPN;JPN;M;2001-10-02;BOX;Men's 57kg
OTA;KAIYA;JPN;JPN;M;1999-07-27;CTR;Men's Sprint
IKEDA;MIZUKI;JPN;JPN;F;2004-08-06;CTR;Women's Madison
KAKITA;MAHO;JPN;JPN;F;2004-12-14;CTR;Women's Team Pursuit
OHTA;RIYU;JPN;JPN;F;1994-08-17;CTR;Women's Sprint
SATO;MINA;JPN;JPN;F;1998-12-07;CTR;Women's Keirin
ENOMOTO;HARUKA;JPN;JPN;F;1996-09-14;DIV;Women's 3m Springboard
MIKAMI;SAYAKA;JPN;JPN;F;2000-12-08;DIV;Women's 3m Springboard
HAASE SHIBAYAMA;TAKASHI;JPN;JPN;M;1980-05-11;EQU;Jumping Individual
TOMOTO;KAZUMA;JPN;JPN;M;1983-06-05;EQU;Eventing Individual
FUJIO;SHOTA;JPN;JPN;M;2001-05-02;FBL;Men
KOKUBO;LEOBRIAN;JPN;JPN;M;2001-01-23;FBL;Men
NOZAWA;TAISHI;JPN;JPN;M;2002-12-25;FBL;Men
SATO;KEIN;JPN;JPN;M;2001-07-11;FBL;Men
SEKINE;HIROKI;JPN;JPN;M;2002-08-11;FBL;Men
SUZUKI;KAITO;JPN;JPN;M;2002-08-25;FBL;Men
UCHINO;TAKASHI;JPN;JPN;M;2001-03-07;FBL;Men
HAYASHI;HONOKA;JPN;JPN;F;1998-05-19;FBL;Women
UEKI;RIKO;JPN;JPN;F;1999-07-30;FBL;Women
IIMURA;KAZUKI;JPN;JPN;M;2003-12-27;FEN;Men's Foil Individual
KANO;KOKI;JPN;JPN;M;1997-12-19;FEN;Men's Épée Individual
YOSHIDA;KENTO;JPN;JPN;M;1992-12-10;FEN;Men's Sabre Individual
KISHI;RINA;JPN;JPN;F;2007-09-23;GAR;Women
NAKAMURA;HARUKA;JPN;JPN;F;2008-05-18;GAR;Women
SASO;YUKA;JPN;JPN;F;2001-06-20;GLF;Women's Individual Stroke Play
BAIG;ADAM YUKI;JPN;JPN;M;1999-04-21;HBL;Men
MOTOKI;HIROKI;JPN;JPN;M;1992-02-14;HBL;Men
SUGIOKA;NAOKI;JPN;JPN;M;1994-04-18;HBL;Men
YASUHIRA;KOSUKE;JPN;JPN;M;2000-06-29;HBL;Men
YOSHIDA;SHUICHI;JPN;JPN;M;2001-03-26;HBL;Men
ASAI;YU;JPN;JPN;F;1996-01-08;HOC;Women
MORI;KANON;JPN;JPN;F;1996-05-01;HOC;Women
SHIMADA;AMIRU;JPN;JPN;F;1998-06-23;HOC;Women
TANAKA;SAKI;JPN;JPN;F;1998-09-18;HOC;Women
ABE;HIFUMI;JPN;JPN;M;1997-08-09;JUD;Mixed Team
HASHIMOTO;SOICHI;JPN;JPN;M;1991-08-24;JUD;Men -73 kg
NAGASE;TAKANORI;JPN;JPN;M;1993-10-14;JUD;Men -81 kg
SAITO;TATSURU;JPN;JPN;M;2002-03-08;JUD;Mixed Team
ABE;UTA;JPN;JPN;F;2000-07-14;JUD;Women -52 kg
NIIZOE;SAKI;JPN;JPN;F;1996-07-04;JUD;Women -70 kg
TAKAICHI;MIKU;JPN;JPN;F;1994-04-07;JUD;Mixed Team
MINAMIDE;TAISHIN;JPN;JPN;M;1996-04-13;OWS;Men's 10km
FUKUSHI;MOEKI;JPN;JPN;M;1999-03-11;RU7;Men
ISHIDA;KIPPEI;JPN;JPN;M;2000-04-28;RU7;Men
MATSUMOTO;JUNYA;JPN;JPN;M;2000-03-17;RU7;Men
MIZUTANI;SAKURA;JPN;JPN;F;2003-12-13;RU7;Women
NAKAMURA;CHIHARU;JPN;JPN;F;1988-04-25;RU7;Women
NISHI;ARISA;JPN;JPN;F;2004-05-29;RU7;Women
OKADA;KEIJU;JPN;JPN;M;1995-12-02;SAL;Mixed Dinghy
NOBATA;MISAKI;JPN;JPN;F;2003-08-25;SHO;10m Air Rifle Women
SHIRAI;SORA;JPN;JPN;M;2001-11-03;SKB;Men's Street
HIRAKI;KOKONA;JPN;JPN;F;2008-08-26;SKB;Women's Park
IGARASHI;KANOA;JPN;JPN;M;1997-10-01;SRF;Men
HIGA;MOE;JPN;JPN;F;2007-09-15;SWA;Duet
KIJIMA;MOEKA;JPN;JPN;F;1999-09-02;SWA;Team
KOBAYASHI;UTA;JPN;JPN;F;2002-08-06;SWA;Team
HANAGURUMA;YU;JPN;JPN;M;2000-01-28;SWM;Men's 200m Breaststroke
MANO;HIDENARI;JPN;JPN;M;2000-07-06;SWM;Relay Only Athlete - Men
MATSUSHITA;TOMOYUKI;JPN;JPN;M;2005-08-01;SWM;Men's 400m Individual Medley
TERAKADO;GENKI;JPN;JPN;M;2003-01-06;SWM;Men's 200m Butterfly
MITSUI;AIRI;JPN;JPN;F;2004-06-12;SWM;Women's 200m Butterfly
DANIEL;TARO;JPN;JPN;M;1993-01-27;TEN;Men's Singles
NISHIKORI;KEI;JPN;JPN;M;1989-12-29;TEN;Men's Doubles
OSAKA;NAOMI;JPN;JPN;F;1997-10-16;TEN;Women's Singles
NENER;KENJI;JPN;JPN;M;1993-05-26;TRI;Men's Individual
TOGAMI;SHUNSUKE;JPN;JPN;M;2001-08-24;TTE;Men's Team
HAYATA;HINA;JPN;JPN;F;2000-07-07;TTE;Mixed Doubles
TAKAHASHI;RAN;JPN;JPN;M;2001-09-02;VVO;Men
HAYASHI;KOTONA;JPN;JPN;F;1999-11-13;VVO;Women
ISHIKAWA;MAYU;JPN;JPN;F;2000-05-14;VVO;Women
IWASAKI;KOYOMI;JPN;JPN;F;1989-05-01;VVO;Women
MIYABE;AIRI;JPN;JPN;F;1998-07-29;VVO;Women
YAMADA;NICHIKA;JPN;JPN;F;2000-02-24;VVO;Women
MIYAMOTO;MASANORI;JPN;JPN;M;1997-02-03;WLF;Men's 73kg
SUZUKI;RIRA;JPN;JPN;F;1998-09-06;WLF;Women's 49kg
TANAMURA;KATSUYUKI;JPN;JPN;M;1989-08-03;WPO;Men
FUMITA;KENICHIRO;JPN;JPN;M;1995-12-18;WRE;Men's Greco-Roman 60kg
KAGAMI;YUKA;JPN;JPN;F;2001-09-14;WRE;Women's Freestyle 76kg
SAKURAI;TSUGUMI;JPN;JPN;F;2001-09-03;WRE;Women's Freestyle 57kg
YEREMENKO;ALEXANDR;KAZ;KAZ;M;2004-07-09;ARC;Men's Individual
ORALBAY;AIBEK;KAZ;KAZ;M;2000-06-11;BOX;Men's 92kg
SABYRKHAN;MAKHMUD;KAZ;KAZ;M;2001-09-09;BOX;Men's 57kg
IBRAGIMOVA;KARINA;KAZ;KAZ;F;1996-07-08;BOX;Women's 57kg
KYZAIBAY;NAZYM;KAZ;KAZ;F;1993-09-14;BOX;Women's 50kg
MAIMURATOV;AMIR;KAZ;KAZ;M;1995-07-19;CLB;Men's Speed
RAMATULLA;BEKARYS;KAZ;KAZ;M;2002-07-26;CSP;Men's Kayak Double 500m
TOKARNYTSKYI;SERGII;KAZ;KAZ;M;1993-02-01;CSP;Men's Kayak Double 500m
YEMELYANOV;SERGEY;KAZ;KAZ;M;1995-05-19;CSP;Men's Canoe Double 500m
BROVKOVA;MARIYA;KAZ;KAZ;F;2005-01-31;CSP;Women's Canoe Single 200m
CHUGAY;ANDREY;KAZ;KAZ;M;2000-01-17;CTR;Men's Keirin
ALIMZHANOV;ELMIR;KAZ;KAZ;M;1986-10-05;FEN;Men's Épée Team
KURBANOV;RUSLAN;KAZ;KAZ;M;1991-09-17;FEN;Men's Épée Individual
KYRGYZBAYEV;GUSMAN;KAZ;KAZ;M;1992-09-28;JUD;Mixed Team
ZHUBANAZAR;ABYLAIKHAN;KAZ;KAZ;M;2000-02-15;JUD;Men -81 kg
KUYULOVA;ESMIGUL;KAZ;KAZ;F;2002-05-11;JUD;Mixed Team
BORODA-DUDOCHKIN;GEORGIY;KAZ;KAZ;M;2001-11-16;MPN;Men's Individual
CHIRYUKIN;NIKITA;KAZ;KAZ;M;2002-07-05;SHO;10m Air Pistol Men
CHIRYUKIN;NIKITA;KAZ;KAZ;M;2002-07-05;SHO;25m Rapid Fire Pistol Men
MALINOVSKIY;KONSTANTIN;KAZ;KAZ;M;1999-08-03;SHO;10m Air Rifle Men
MALINOVSKIY;KONSTANTIN;KAZ;KAZ;M;1999-08-03;SHO;50m Rifle 3 Positions Men
SATPAYEV;ISLAM;KAZ;KAZ;M;1998-09-21;SHO;10m Air Rifle Men
ALTUKHOVA;ARINA;KAZ;KAZ;F;2003-09-23;SHO;10m Air Rifle Women
DMITRIYENKO;MARIYA;KAZ;KAZ;F;1988-03-24;SHO;Trap Women
BUBLIK;ALEXANDER;KAZ;KAZ;M;1997-06-17;TEN;Men's Singles
TOLEUGALI;BATYRKHAN;KAZ;KAZ;M;2006-07-25;TKW;Men -80kg
YERGALI;ALISHER;KAZ;KAZ;M;1999-04-12;WRE;Men's Freestyle 97kg
KIPCHOGE;ELIUD;KEN;KEN;M;1984-11-05;ATH;Men's Marathon
MUKHOBE;WISEMAN WERE;KEN;KEN;M;1997-10-13;ATH;Men's 400m Hurdles
SEREM;AMOS;KEN;KEN;M;2002-08-28;ATH;Men's 3000m Steeplechase
CHEBET;BEATRICE;KEN;KEN;F;2000-03-05;ATH;Women's 10,000m
CHEPKOECH;BEATRICE;KEN;KEN;F;1991-07-06;ATH;Women's 3000m Steeplechase
KIPROTICH;VIVIAN CHEBET;KEN;KEN;F;1996-01-07;ATH;Women's 800m
LOKEDI;SHARON;KEN;KEN;F;1994-03-10;ATH;Women's Marathon
MORAA;MARY;KEN;KEN;F;2000-06-15;ATH;Women's 800m
CHEROTICH;ZEDDY;KEN;KEN;F;1990-05-06;JUD;Women -78 kg
ABUKUSE;DENIS;KEN;KEN;M;1999-02-04;RU7;Men
MBOYA;ANTONY;KEN;KEN;M;1995-03-26;RU7;Men
ONYALA;VINCENT;KEN;KEN;M;1996-12-10;RU7;Men
KUNDU;AGRIPINA KHAYESI;KEN;KEN;F;1993-04-24;VVO;Women
NAMUTIRA;JULIANA;KEN;KEN;F;1999-05-14;VVO;Women
SIMIYU;LOICE MASITSA;KEN;KEN;F;2001-08-20;VVO;Women
TROFIMOVA;SARDANA;KGZ;KGZ;F;1988-03-28;ATH;Women's Marathon
SEIITBEK UULU;MUNARBEK;KGZ;KGZ;M;1996-01-01;BOX;Men's 57kg
AKMATALIEV;ERNAZAR;KGZ;KGZ;M;1998-07-02;WRE;Men's Freestyle 65kg
DZHUZUPBEKOV;UZUR;KGZ;KGZ;M;1996-04-12;WRE;Men's Greco-Roman 97kg
SHARSHENBEKOV;ZHOLAMAN;KGZ;KGZ;M;1999-09-29;WRE;Men's Greco-Roman 60kg
LIM;SIHYEON;KOR;KOR;F;2003-06-13;ARC;Women's Team
NAM;SUHYEON;KOR;KOR;F;2005-01-27;ARC;Mixed Team
NAM;SUHYEON;KOR;KOR;F;2005-01-27;ARC;Women's Individual
SEO;SEUNG JAE;KOR;KOR;M;1997-09-04;BDM;Mixed Doubles
KIM;SO YEONG;KOR;KOR;F;1992-07-09;BDM;Women's Doubles
KONG;HEE YONG;KOR;KOR;F;1996-12-11;BDM;Women's Doubles
HONGTEN;;KOR;KOR;M;1984-12-27;BKG;B-Boys
OH;YEONJI;KOR;KOR;F;1990-08-04;BOX;Women's 60kg
OH;SANGUK;KOR;KOR;M;1996-09-30;FEN;Men's Sabre Individual
CHOI;SEBIN;KOR;KOR;F;2000-08-11;FEN;Women's Sabre Individual
LEE;YUNSEO;KOR;KOR;F;2003-03-05;GAR;Women
HAN;MISEUL;KOR;KOR;F;1993-08-13;HBL;Women
KIM;DAYOUNG;KOR;KOR;F;1996-09-16;HBL;Women
SONG;JIYOUNG;KOR;KOR;F;1996-05-05;HBL;Women
LEE;JOONHWAN;KOR;KOR;M;2002-06-19;JUD;Mixed Team
JUNG;YERIN;KOR;KOR;F;1996-07-15;JUD;Women -52 kg
YOON;HYUNJI;KOR;KOR;F;1994-02-14;JUD;Mixed Team
SEO;CHANGWAN;KOR;KOR;M;1997-03-14;MPN;Men's Individual
SEONG;SEUNGMIN;KOR;KOR;F;2003-05-13;MPN;Women's Individual
HA;JEEMIN;KOR;KOR;M;1989-03-21;SAL;Men's Dinghy
CHO;YEONGJAE;KOR;KOR;M;1999-01-15;SHO;10m Air Pistol Men
CHO;YEONGJAE;KOR;KOR;M;1999-01-15;SHO;25m Rapid Fire Pistol Men
LEE;WONHO;KOR;KOR;M;1999-08-15;SHO;10m Air Pistol Men
PARK;HAJUN;KOR;KOR;M;2000-04-19;SHO;10m Air Rifle Men
BAN;HYOJIN;KOR;KOR;F;2007-09-20;SHO;10m Air Rifle Women
KANG;GEEEUN;KOR;KOR;F;1990-10-15;SHO;Trap Women
KIM;YEJI;KOR;KOR;F;1992-09-04;SHO;25m Pistol Women
LEE;BO NA;KOR;KOR;F;1981-07-22;SHO;Trap Women
LEE;EUNSEO;KOR;KOR;F;1993-12-19;SHO;50m Rifle 3 Positions Women
OH;YE JIN;KOR;KOR;F;2005-05-10;SHO;10m Air Pistol Women
YANG;JIIN;KOR;KOR;F;2003-05-20;SHO;25m Pistol Women
CHO;SUNG JAE;KOR;KOR;M;2001-03-13;SWM;Men's 200m Breaststroke
CHOI;DONGYEOL;KOR;KOR;M;1999-05-01;SWM;Men's 100m Breaststroke
HWANG;SUNWOO;KOR;KOR;M;2003-05-21;SWM;Men's 200m Freestyle
KIM;YEONGHYEON;KOR;KOR;M;2004-03-03;SWM;Relay Only Athlete - Men
LEE;HOJOON;KOR;KOR;M;2001-02-14;SWM;Relay Only Athlete - Men
LEE;JUHO;KOR;KOR;M;1995-01-23;SWM;Men's 100m Backstroke
YANG;JAEHOON;KOR;KOR;M;1998-05-07;SWM;Relay Only Athlete - Men
KIM;SEOYEONG;KOR;KOR;F;1994-03-17;SWM;Women's 200m Individual Medley
LEE;EUNHYE;KOR;KOR;F;1995-05-02;TTE;Women's Team
SHIN;YUBIN;KOR;KOR;F;2004-07-05;TTE;Women's Team
YU;DONGJU;KOR;KOR;M;1993-08-19;WLF;Men's 89kg
KIM;SUHYEON;KOR;KOR;F;1995-02-06;WLF;Women's 81kg
LEE;SEUNGCHAN;KOR;KOR;M;1995-11-09;WRE;Men's Greco-Roman 130kg
BAKRACI;GRESA;KOS;KOS;F;1995-09-11;ATH;Women's 800m
SADIKU;DONJETA;KOS;KOS;F;1999-07-08;BOX;Women's 60kg
KRASNIQI;DISTRIA;KOS;KOS;F;1995-12-10;JUD;Women -52 kg
AL DUHAMI;RAMZY;KSA;KSA;M;1972-01-05;EQU;Jumping Individual
ALRAJHI;ABDULRAHMAN;KSA;KSA;M;1995-04-10;EQU;Jumping Individual
ALSHARBATLY;ABDULLAH;KSA;KSA;M;1982-09-21;EQU;Jumping Individual
ALSARRAJ;ZAID FAISAL M;KSA;KSA;M;2007-11-20;SWM;Men's 100m Freestyle
ALMUDHAF;KHALED;KUW;KUW;M;1978-06-12;SHO;Trap Men
DASHTI;LARA;KUW;KUW;F;2004-01-24;SWM;Women's 100m Breaststroke
INSIXIENGMAY;STEVEN;LAO;LAO;M;2004-01-21;SWM;Men's 100m Breaststroke
DIRKZWAGER;ARIANA SOUTHA;LAO;LAO;F;2004-02-26;SWM;Women's 200m Freestyle
CAKSS;GATIS;LAT;LAT;M;1995-06-13;ATH;Men's Javelin Throw
PATRIKA;DZEJA DELANIJA;LAT;LAT;F;2001-07-22;DIV;Women's 10m Platform
STRAUTMANIS;LAURIS;LAT;LAT;M;1995-06-05;SHO;10m Air Pistol Men
SAMOILOVA;ANASTASIJA;LAT;LAT;F;1997-01-19;VBV;Women
ABUBAKER;YOUSEF;LBA;LBA;M;2006-07-19;SWM;Men's 100m Freestyle
SAGAIPOV;CARAMNOB;LBN;LBN;M;1997-01-01;JUD;Men -90 kg
AOUN;LAETITIA;LBN;LBN;F;2001-04-14;TKW;Women -57kg
JOSEPH;MICHAEL;LCA;LCA;M;2002-11-01;ATH;Men's 400m
ODLUM-SMITH;JAYHAN JAMAUD;LCA;LCA;M;2002-01-11;SWM;Men's 100m Freestyle
MATUSEVICIUS;EDIS;LTU;LTU;M;1996-06-30;ATH;Men's Javelin Throw
MORAUSKAITE;MODESTA JUSTE;LTU;LTU;F;1995-10-02;ATH;Women's 400m
VINGELIS;SARUNAS;LTU;LTU;M;1989-11-16;BK3;Men
OLIJNIK;ANDREJ;LTU;LTU;M;1987-10-16;CSP;Men's Kayak Single 1000m
ASADAUSKAITE;LAURA;LTU;LTU;F;1984-02-28;MPN;Women's Individual
BIELIAUSKAS;GIEDRIUS;LTU;LTU;M;1997-07-27;ROW;Men's Single Sculls
NAVIKONIS;TOMAS;LTU;LTU;M;2003-04-12;SWM;Relay Only Athlete - Men
MEILUTYTE;RUTA;LTU;LTU;F;1997-03-19;SWM;Women's 100m Breaststroke
TETEREVKOVA;KOTRYNA;LTU;LTU;F;2002-01-23;SWM;Women's 200m Breaststroke
PAULIKIENE;MONIKA;LTU;LTU;F;1994-08-30;VBV;Women
VENCKAITIS;MINDAUGAS;LTU;LTU;M;2001-09-17;WRE;Men's Greco-Roman 97kg
HOFFMANN;VERA;LUX;LUX;F;1996-11-02;ATH;Women's 1500m
KIRSCH;ALEX;LUX;LUX;M;1992-06-12;CRD;Men's Road Race
DE NUTTE;SARAH;LUX;LUX;F;1992-11-21;TTE;Women's Singles
EL MOSTAFA;FAID;MAR;MAR;M;2000-01-13;ATH;Men's 3000m Steeplechase
RAZIKI;ASSIA;MAR;MAR;F;1996-10-04;ATH;Women's 800m
REEVES;DEAN;MAR;MAR;M;1995-12-21;BMX;Men
ELKORD;HOUSSAM;MAR;FRA;M;1993-02-24;FEN;Men's Épée Individual
ZAKARANI;YOUSSRA;MAR;MAR;F;1995-01-07;FEN;Women's Foil Individual
ASAQAS;AYA;MAR;MAR;F;2002-08-01;SKB;Women's Park
EL BARODI;IMANE HOUDA;MAR;MAR;F;2001-02-21;SWM;Women's 100m Breaststroke
ABDELMOULA;JAWAD;MAR;MAR;M;1994-02-18;TRI;Men's Individual
SAHROM;MUHAMMAD SHAH FIRDAUS;MAS;MAS;M;1995-11-26;CTR;Men's Keirin
MOHD ASRI;NURUL IZZAH IZZATI;MAS;MAS;F;2003-09-11;CTR;Women's Sprint
MOHD ASRI;NURUL IZZAH IZZATI;MAS;MAS;F;2003-09-11;CTR;Women's Keirin
SABRI;NUR DHABITAH;MAS;MAS;F;1999-07-12;DIV;Women's 3m Springboard
LAU;ASHLEY JEN WEN;MAS;MAS;F;2000-03-18;GLF;Women's Individual Stroke Play
SIMWAKA;ASIMENYE;MAW;MAW;F;1997-08-08;ATH;Women's 100m
MARGHIEV;SERGHEI;MDA;MDA;M;1992-11-06;ATH;Men's Hammer Throw
BEZEDE;DIMITRIANA;MDA;MDA;F;1994-04-12;ATH;Women's Shot Put
EMILIANOV;ALEXANDRA;MDA;MDA;F;1999-09-19;ATH;Women's Discus Throw
OLARASU;MARIA;MDA;MDA;F;2000-05-28;CSP;Women's Canoe Double 500m
SHAIG;AISHATH ULYA;MDV;MDV;F;2002-10-19;SWM;Women's 50m Freestyle
MARTINEZ WING;BRUNO;MEX;MEX;M;1998-03-08;ARC;Men's Team
